#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000013.1	38368	39324	-	fepB	1-957/957	===============	0/0	100.00	97.49	vfdb	WP_001234311	(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000013.1	39699	40874	+	entC	1-1176/1176	===============	0/0	100.00	97.36	vfdb	WP_001336900	(entC) isochorismate synthase 1 [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000013.1	40884	42494	+	entE	1-1611/1611	===============	0/0	100.00	95.72	vfdb	WP_000026784	(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000013.1	42508	43365	+	entB	1-858/858	===============	0/0	100.00	97.44	vfdb	WP_001007140	(entB) isochorismatase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000013.1	43365	44111	+	entA	1-747/747	===============	0/0	100.00	95.45	vfdb	WP_000348393	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase EntA [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000013.1	125456	125892	-	fur	1-437/453	===============	0/0	96.47	87.64	vfdb	NP_459678	(fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000015.1	38750	41897	+	acrB	1-3145/3147	========/======	5/9	99.84	83.88	vfdb	WP_002892069	(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000016.1	98747	99802	+	espR1	198-1253/1260	..=============	0/0	83.81	93.84	vfdb	WP_000671691	(espR1) Type III secretion system effector espR1 [TTSS secreted effectors (VF1111) - Effector delivery system (VFC0086)] [Escherichia coli O55:H7 str. CB9615]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000017.1	80506	84731	-	fdeC	1-4229/4251	========/======	1/3	99.41	92.43	vfdb	WP_000092542	(fdeC) adhesin FdeC [FdeC (VF0506) - Adherence (VFC0001)] [Escherichia coli O45:K1:H7 str. S88]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000017.1	87799	88341	+	ykgK/ecpR	1-543/543	===============	0/0	100.00	97.79	vfdb	WP_000389022	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000017.1	88416	89003	+	yagZ/ecpA	1-588/588	===============	0/0	100.00	99.15	vfdb	WP_000730972	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000017.1	89061	89729	+	yagY/ecpB	1-669/669	===============	0/0	100.00	98.66	vfdb	WP_000716386	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000017.1	89755	92280	+	yagX/ecpC	1-2526/2526	===============	0/0	100.00	98.61	vfdb	WP_001131063	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000017.1	92270	93913	+	yagW/ecpD	1-1644/1644	===============	0/0	100.00	97.99	vfdb	WP_001265657	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000017.1	93882	94590	+	yagV/ecpE	1-709/711	===============	0/0	99.72	97.04	vfdb	WP_001301550	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000020.1	78903	79805	-	fimH	1-903/903	===============	0/0	100.00	97.23	vfdb	WP_000832235	(fimH) FimH protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000020.1	79825	80328	-	fimG	1-504/504	===============	0/0	100.00	98.02	vfdb	WP_000872015	(fimG) FimG protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000020.1	80341	80871	-	fimF	1-531/531	===============	0/0	100.00	97.55	vfdb	WP_001244821	(fimF) FimF protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000020.1	80881	83517	-	fimD	1-2637/2637	===============	0/0	100.00	98.44	vfdb	WP_000120946	(fimD) Outer membrane usher protein fimD precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000020.1	83584	84309	-	fimC	1-726/726	===============	0/0	100.00	98.35	vfdb	WP_000066579	(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000020.1	84346	84885	-	fimI	1-540/540	===============	0/0	100.00	98.70	vfdb	WP_000824100	(fimI) Fimbrin-like protein fimI precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000020.1	84950	85504	-	fimA	1-549/549	========/======	1/6	100.00	87.75	vfdb	WP_000695571	(fimA) Type-1 fimbrial protein A chain precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000020.1	85988	86582	-	fimE	1-595/597	===============	0/0	99.66	99.16	vfdb	WP_000044711	(fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000020.1	87059	87661	-	fimB	1-603/603	===============	0/0	100.00	97.68	vfdb	WP_000790574	(fimB) Type 1 fimbriae Regulatory protein fimB [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000026.1	12430	13791	+	allB	1-1362/1362	========/======	3/6	99.78	83.08	vfdb	WP_012737535	(allB) allantoinase [Allantion utilization (VF0572) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000028.1	15965	17698	+	ibeC	1-1734/1734	===============	0/0	100.00	96.94	vfdb	WP_000556298	(ibeC) phosphoethanolamine transferase CptA [Ibes (VF0237) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000029.1	2162	5907	-	rhs/PAAR	1-3701/4209	========/=====.	8/53	87.84	90.96	vfdb	WP_000508696	(rhs/PAAR) Type VI secretion system protein PAAR family [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000029.1	5983	8124	-	vgrG/tssI	1-2142/2142	===============	0/0	100.00	97.43	vfdb	WP_000103365	(vgrG/tssI) type VI secretion system effector VgrG [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000029.1	8334	8852	-	hcp2/tssD2	1-519/519	===============	0/0	100.00	98.84	vfdb	WP_001142968	(hcp2/tssD2) Type VI secretion system protein Hcp family [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000029.1	9548	10048	+	tssB	1-501/501	===============	0/0	100.00	98.40	vfdb	WP_000037389	(tssB) Type VI secretion system protein TssB [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000029.1	10358	11833	+	tssC	1-1476/1476	===============	0/0	100.00	99.59	vfdb		(tssC) Type VI secretion system protein TssC [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000029.1	12257	14107	+	tssF	1-1851/1851	===============	0/0	100.00	99.68	vfdb	WP_000393837	(tssF) Type VI secretion system protein TssF [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000029.1	14071	15153	+	tssG	1-1083/1083	===============	0/0	100.00	99.17	vfdb	WP_000348788	(tssG) Type VI secretion system protein TssG [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000029.1	15178	16458	+	fha	1-1281/1281	===============	0/0	100.00	98.83	vfdb	WP_001113715	(fha) Type VI secretion system protein Fha [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000029.1	16455	16979	+	tssJ	1-525/525	===============	0/0	100.00	98.09	vfdb	WP_001080148	(tssJ) Type VI secretion system protein TssJ [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000029.1	16982	18313	+	tssK	1-1330/1330	========/======	1/2	100.00	97.52	vfdb		(tssK) Type VI secretion system protein TssK [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000029.1	18318	19079	+	tssL	1-762/762	===============	0/0	100.00	97.64	vfdb	WP_000343289	(tssL) Type VI secretion system protein TssL [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000029.1	19088	21847	+	clpV/tssH	1-2778/2778	========/======	1/18	99.35	93.20	vfdb		(clpV/tssH) Type VI secretion system ATPase ClpV/TssH [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000029.1	22592	24006	+	tssA	1-1413/1413	========/======	5/14	99.58	86.70	vfdb	WP_001240533	(tssA) Type VI secretion system protein TssA [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000029.1	24025	25654	+	tssM	1-1630/1680	===============	0/0	97.02	99.02	vfdb	WP_011310140	(tssM) Type VI secretion system protein TssM [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000029.1	25649	27549	+	tssM	2-1902/1902	===============	0/0	99.95	96.58	vfdb		(tssM) Type VI secretion system protein TssM [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000029.1	27560	28912	+	tssA	1-1353/1353	===============	0/0	100.00	98.97	vfdb	WP_001087735	(tssA) Type VI secretion system protein TssA [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
/cromwell-executions/amr_analysis/1d1e60f6-0515-4c94-81ab-d72730c1634e/call-run_Abricate/inputs/-24377170/GCF_048590205.1_ASM4859020v1_genomic.fasta.gz	NZ_JBMAZT010000029.1	28936	29418	+	hcp1/tssD1	1-483/483	===============	0/0	100.00	100.00	vfdb	WP_001284199	(hcp1/tssD1) type VI secretion system protein Hcp family [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]	
